BASIN,CY,HOUR,TECH,TAU,VMAX,TY,INITIALS,lat,lon,MSLP,TECHNUM/MIN,STORMNAME,RAD,RAD1,RAD2,RAD3,RAD4,WINDCODE,POUTER,ROUTER,RMW,GUSTS,EYE,SUBREGION,MAXSEAS,DIR,SPEED,DEPTH,SEAS,SEASCODE,SEAS1,SEAS2,SEAS3,SEAS4,USERDEFINED,userdata
CP,1,1950-08-12 00:00:00,BEST,0,25,TD,HIKI,14.5,-144.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-12 06:00:00,BEST,0,25,TD,HIKI,14.9,-144.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-12 12:00:00,BEST,0,25,TD,HIKI,15.2,-145.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-12 18:00:00,BEST,0,25,TD,HIKI,15.5,-145.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-13 00:00:00,BEST,0,25,TD,HIKI,15.7,-145.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-13 06:00:00,BEST,0,45,TS,HIKI,15.9,-146.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-13 12:00:00,BEST,0,45,TS,HIKI,16.3,-146.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-13 18:00:00,BEST,0,45,TS,HIKI,16.6,-147.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-14 00:00:00,BEST,0,45,TS,HIKI,16.8,-148.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-14 06:00:00,BEST,0,45,TS,HIKI,17.5,-149.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-14 12:00:00,BEST,0,45,TS,HIKI,18.3,-150.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-14 18:00:00,BEST,0,45,TS,HIKI,19.3,-151.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-15 00:00:00,BEST,0,45,TS,HIKI,20.1,-152.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-15 06:00:00,BEST,0,45,TS,HIKI,20.7,-153.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-15 12:00:00,BEST,0,45,TS,HIKI,21.4,-154.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-15 18:00:00,BEST,0,45,TS,HIKI,22.3,-155.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-16 00:00:00,BEST,0,75,HU,HIKI,23.0,-156.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-16 06:00:00,BEST,0,75,HU,HIKI,23.7,-157.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-16 12:00:00,BEST,0,75,HU,HIKI,24.3,-158.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-16 18:00:00,BEST,0,75,HU,HIKI,24.7,-159.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-17 00:00:00,BEST,0,75,HU,HIKI,24.7,-160.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-17 06:00:00,BEST,0,75,HU,HIKI,24.5,-161.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-17 12:00:00,BEST,0,75,HU,HIKI,24.0,-162.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-17 18:00:00,BEST,0,75,HU,HIKI,23.6,-163.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-18 00:00:00,BEST,0,75,HU,HIKI,23.3,-163.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-18 06:00:00,BEST,0,75,HU,HIKI,22.8,-164.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-18 12:00:00,BEST,0,75,HU,HIKI,22.6,-165.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-18 18:00:00,BEST,0,75,HU,HIKI,22.5,-166.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-19 00:00:00,BEST,0,75,HU,HIKI,22.5,-167.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-19 06:00:00,BEST,0,75,HU,HIKI,22.6,-168.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-19 12:00:00,BEST,0,75,HU,HIKI,22.7,-169.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-19 18:00:00,BEST,0,45,TS,HIKI,23.2,-170.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-20 00:00:00,BEST,0,45,TS,HIKI,23.6,-171.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-20 06:00:00,BEST,0,45,TS,HIKI,24.1,-172.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-20 12:00:00,BEST,0,45,TS,HIKI,24.7,-173.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-20 18:00:00,BEST,0,45,TS,HIKI,25.3,-174.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-21 00:00:00,BEST,0,45,TS,HIKI,26.0,-175.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-21 06:00:00,BEST,0,45,TS,HIKI,26.7,-176.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1950-08-21 12:00:00,BEST,0,25,TD,HIKI,27.4,-178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-01 00:00:00,BEST,0,25,TD,DELLA,15.0,-149.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-01 06:00:00,BEST,0,45,TS,DELLA,15.0,-150.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-01 12:00:00,BEST,0,45,TS,DELLA,15.1,-151.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-01 18:00:00,BEST,0,45,TS,DELLA,15.2,-152.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-02 00:00:00,BEST,0,45,TS,DELLA,15.3,-153.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-02 06:00:00,BEST,0,45,TS,DELLA,15.7,-154.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-02 12:00:00,BEST,0,45,TS,DELLA,16.2,-155.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-02 18:00:00,BEST,0,45,TS,DELLA,17.0,-157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-03 00:00:00,BEST,0,45,TS,DELLA,17.7,-157.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-03 06:00:00,BEST,0,45,TS,DELLA,18.7,-159.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-03 12:00:00,BEST,0,45,TS,DELLA,19.7,-160.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-03 18:00:00,BEST,0,45,TS,DELLA,20.7,-161.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-04 00:00:00,BEST,0,75,HU,DELLA,21.7,-162.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-04 06:00:00,BEST,0,75,HU,DELLA,22.0,-164.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-04 12:00:00,BEST,0,75,HU,DELLA,23.0,-165.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-04 18:00:00,BEST,0,75,HU,DELLA,23.8,-166.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-05 00:00:00,BEST,0,75,HU,DELLA,24.4,-167.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-05 06:00:00,BEST,0,75,HU,DELLA,24.6,-168.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-05 12:00:00,BEST,0,75,HU,DELLA,25.0,-169.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-05 18:00:00,BEST,0,75,HU,DELLA,25.0,-170.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-06 00:00:00,BEST,0,75,HU,DELLA,25.0,-171.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-06 06:00:00,BEST,0,75,HU,DELLA,25.1,-172.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-06 12:00:00,BEST,0,75,HU,DELLA,25.3,-172.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-06 18:00:00,BEST,0,75,HU,DELLA,25.4,-173.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-07 00:00:00,BEST,0,75,HU,DELLA,25.3,-173.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-07 06:00:00,BEST,0,75,HU,DELLA,25.0,-174.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-07 12:00:00,BEST,0,75,HU,DELLA,24.7,-174.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-07 18:00:00,BEST,0,75,HU,DELLA,24.3,-175.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-08 00:00:00,BEST,0,75,HU,DELLA,23.7,-175.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-08 06:00:00,BEST,0,75,HU,DELLA,23.0,-176.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-08 12:00:00,BEST,0,75,HU,DELLA,22.3,-176.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-08 18:00:00,BEST,0,75,HU,DELLA,21.6,-177.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-09 00:00:00,BEST,0,75,HU,DELLA,21.0,-178.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-09 06:00:00,BEST,0,75,HU,DELLA,20.5,-179.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-09 12:00:00,BEST,0,75,HU,DELLA,20.1,179.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-09 18:00:00,BEST,0,80,HU,DELLA,19.7,179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-10 00:00:00,BEST,0,85,HU,DELLA,19.4,178.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-10 06:00:00,BEST,0,93,HU,DELLA,19.4,176.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-10 12:00:00,BEST,0,100,HU,DELLA,19.7,175.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-10 18:00:00,BEST,0,100,HU,DELLA,20.2,174.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-11 00:00:00,BEST,0,100,HU,DELLA,20.8,173.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-11 06:00:00,BEST,0,100,HU,DELLA,21.4,172.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-11 12:00:00,BEST,0,100,HU,DELLA,22.0,170.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-11 18:00:00,BEST,0,100,HU,DELLA,22.7,169.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-12 00:00:00,BEST,0,100,HU,DELLA,23.3,168.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-12 06:00:00,BEST,0,100,HU,DELLA,23.8,166.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-12 12:00:00,BEST,0,100,HU,DELLA,24.2,165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1957-09-12 18:00:00,BEST,0,110,HU,DELLA,24.8,163.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1958-08-07 00:00:00,BEST,0,45,TS,UNNAMED,19.7,-154.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1958-08-07 06:00:00,BEST,0,25,TD,UNNAMED,19.8,-155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1958-08-07 12:00:00,BEST,0,25,TD,UNNAMED,20.0,-155.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1958-08-07 18:00:00,BEST,0,25,TD,UNNAMED,20.1,-155.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1958-08-08 00:00:00,BEST,0,25,TD,UNNAMED,20.2,-156.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1958-08-08 06:00:00,BEST,0,25,TD,UNNAMED,20.3,-157.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1958-08-08 12:00:00,BEST,0,25,TD,UNNAMED,20.3,-158.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1958-08-08 18:00:00,BEST,0,25,TD,UNNAMED,20.0,-159.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1958-08-09 00:00:00,BEST,0,25,TD,UNNAMED,19.7,-160.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-01 18:00:00,BEST,0,60,TS,DOT,15.7,-141.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-02 00:00:00,BEST,0,90,HU,DOT,15.8,-141.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-02 06:00:00,BEST,0,100,HU,DOT,15.7,-142.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-02 12:00:00,BEST,0,110,HU,DOT,15.6,-144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-02 18:00:00,BEST,0,120,HU,DOT,15.5,-144.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-03 00:00:00,BEST,0,130,HU,DOT,15.3,-145.7,952.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-03 06:00:00,BEST,0,120,HU,DOT,15.3,-146.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-03 12:00:00,BEST,0,120,HU,DOT,15.4,-147.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-03 18:00:00,BEST,0,120,HU,DOT,15.6,-148.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-04 00:00:00,BEST,0,120,HU,DOT,15.9,-149.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-04 06:00:00,BEST,0,120,HU,DOT,16.3,-150.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-04 12:00:00,BEST,0,120,HU,DOT,16.6,-151.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-04 18:00:00,BEST,0,120,HU,DOT,16.7,-152.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-05 00:00:00,BEST,0,120,HU,DOT,17.0,-153.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-05 06:00:00,BEST,0,120,HU,DOT,17.1,-155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-05 12:00:00,BEST,0,115,HU,DOT,17.3,-156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-05 18:00:00,BEST,0,110,HU,DOT,17.7,-156.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-06 00:00:00,BEST,0,110,HU,DOT,18.2,-157.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-06 06:00:00,BEST,0,100,HU,DOT,18.7,-158.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-06 12:00:00,BEST,0,100,HU,DOT,19.5,-158.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-06 18:00:00,BEST,0,100,HU,DOT,20.3,-158.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-07 00:00:00,BEST,0,80,HU,DOT,21.0,-159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-07 06:00:00,BEST,0,75,HU,DOT,21.8,-159.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-07 12:00:00,BEST,0,45,TS,DOT,22.4,-159.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-07 18:00:00,BEST,0,45,TS,DOT,22.9,-160.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-08 00:00:00,BEST,0,45,TS,DOT,23.0,-162.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1959-08-08 06:00:00,BEST,0,25,TD,DOT,23.2,-163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-02 00:00:00,BEST,0,25,TD,UNNAMED,12.5,-147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-02 06:00:00,BEST,0,25,TD,UNNAMED,12.3,-148.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-02 12:00:00,BEST,0,25,TD,UNNAMED,12.0,-150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-02 18:00:00,BEST,0,25,TD,UNNAMED,11.8,-151.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-03 00:00:00,BEST,0,25,TD,UNNAMED,11.7,-153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-03 06:00:00,BEST,0,25,TD,UNNAMED,11.7,-154.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-03 12:00:00,BEST,0,25,TD,UNNAMED,11.7,-156.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-03 18:00:00,BEST,0,25,TD,UNNAMED,11.7,-157.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-04 00:00:00,BEST,0,25,TD,UNNAMED,11.7,-159.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-04 06:00:00,BEST,0,25,TD,UNNAMED,11.8,-160.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-04 12:00:00,BEST,0,25,TD,UNNAMED,11.9,-161.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-04 18:00:00,BEST,0,25,TD,UNNAMED,12.3,-162.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-05 00:00:00,BEST,0,25,TD,UNNAMED,12.5,-164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-05 06:00:00,BEST,0,25,TD,UNNAMED,13.0,-165.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-05 12:00:00,BEST,0,25,TD,UNNAMED,13.7,-166.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-05 18:00:00,BEST,0,25,TD,UNNAMED,14.4,-167.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-06 00:00:00,BEST,0,45,TS,UNNAMED,15.1,-168.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-06 06:00:00,BEST,0,45,TS,UNNAMED,16.4,-170.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-06 12:00:00,BEST,0,45,TS,UNNAMED,18.0,-171.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-06 18:00:00,BEST,0,45,TS,UNNAMED,19.7,-172.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-07 00:00:00,BEST,0,45,TS,UNNAMED,21.7,-173.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-07 06:00:00,BEST,0,45,TS,UNNAMED,23.8,-173.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-07 12:00:00,BEST,0,45,TS,UNNAMED,25.8,-172.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-07 18:00:00,BEST,0,45,TS,UNNAMED,27.5,-170.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-08 00:00:00,BEST,0,45,TS,UNNAMED,29.3,-169.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-08 06:00:00,BEST,0,45,TS,UNNAMED,30.8,-168.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1963-08-08 12:00:00,BEST,0,45,TS,UNNAMED,32.5,-167.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-09 00:00:00,BEST,0,60,TS,SARAH,11.4,-150.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-09 06:00:00,BEST,0,60,TS,SARAH,11.7,-151.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-09 12:00:00,BEST,0,60,TS,SARAH,12.4,-153.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-09 18:00:00,BEST,0,60,TS,SARAH,13.1,-155.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-10 00:00:00,BEST,0,55,TS,SARAH,14.0,-156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-10 06:00:00,BEST,0,55,TS,SARAH,14.5,-158.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-10 12:00:00,BEST,0,55,TS,SARAH,15.0,-160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-10 18:00:00,BEST,0,55,TS,SARAH,15.6,-161.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-11 00:00:00,BEST,0,65,HU,SARAH,16.3,-162.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-11 06:00:00,BEST,0,65,HU,SARAH,16.8,-163.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-11 12:00:00,BEST,0,60,TS,SARAH,17.4,-164.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-11 18:00:00,BEST,0,60,TS,SARAH,18.0,-165.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-12 00:00:00,BEST,0,55,TS,SARAH,18.4,-166.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-12 06:00:00,BEST,0,55,TS,SARAH,18.5,-168.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-12 12:00:00,BEST,0,55,TS,SARAH,18.4,-169.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-12 18:00:00,BEST,0,55,TS,SARAH,18.2,-170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-13 00:00:00,BEST,0,50,TS,SARAH,18.0,-172.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-13 06:00:00,BEST,0,50,TS,SARAH,18.0,-173.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-13 12:00:00,BEST,0,55,TS,SARAH,18.0,-175.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-13 18:00:00,BEST,0,60,TS,SARAH,18.0,-177.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-14 00:00:00,BEST,0,60,TS,SARAH,18.0,-179.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-14 06:00:00,BEST,0,70,HU,SARAH,17.8,178.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-14 12:00:00,BEST,0,80,HU,SARAH,17.7,177.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-14 18:00:00,BEST,0,90,HU,SARAH,17.6,176.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-15 00:00:00,BEST,0,100,HU,SARAH,17.6,175.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-15 06:00:00,BEST,0,100,HU,SARAH,17.9,174.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-15 12:00:00,BEST,0,100,HU,SARAH,18.2,172.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-15 18:00:00,BEST,0,110,HU,SARAH,18.6,171.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-16 00:00:00,BEST,0,120,HU,SARAH,18.9,169.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-16 06:00:00,BEST,0,120,HU,SARAH,19.1,167.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-16 12:00:00,BEST,0,130,HU,SARAH,19.3,166.1,933.0,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-16 18:00:00,BEST,0,120,HU,SARAH,19.8,164.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-17 00:00:00,BEST,0,110,HU,SARAH,20.2,163.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-17 06:00:00,BEST,0,110,HU,SARAH,20.3,162.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-17 12:00:00,BEST,0,110,HU,SARAH,20.3,160.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-17 18:00:00,BEST,0,110,HU,SARAH,20.2,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-18 00:00:00,BEST,0,100,HU,SARAH,20.1,159.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-18 06:00:00,BEST,0,100,HU,SARAH,20.0,158.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-18 12:00:00,BEST,0,100,HU,SARAH,20.0,158.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-18 18:00:00,BEST,0,100,HU,SARAH,20.3,157.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-19 00:00:00,BEST,0,90,HU,SARAH,20.8,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-19 06:00:00,BEST,0,90,HU,SARAH,21.4,156.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-19 12:00:00,BEST,0,90,HU,SARAH,22.3,155.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-19 18:00:00,BEST,0,90,HU,SARAH,23.7,154.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-20 00:00:00,BEST,0,80,HU,SARAH,25.2,153.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-20 06:00:00,BEST,0,80,HU,SARAH,26.4,152.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
CP,1,1967-09-20 12:00:00,BEST,0,80,HU,SARAH,27.6,152.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
